"CustomerID";"Age";"Gender";"Location";"MembershipLevel";"TotalPurchases";"TotalSpent";"FavoriteCategory";"LastPurchaseDate";"Occupation";"FrequencyWebsiteVisits";"LoyaltyPoints";"EmailSubscribed";"AverageReviewRating";"Churn"
"467";"69";"Male";"West";"Gold";"89";"4446.24";"Home Goods";"26/7/2023";"Engineer";"11";"3680";"0";"3.1";"1"
"468";"40";"Male";"North";"Silver";"70";"7005.67";"Electronics";"23/6/2023";"Artist";"3";"4975";"1";"3.7";"0"
"469";"25";"Male";"North";"Silver";"63";"8356.07";"Electronics";"15/7/2022";"Lawyer";"3";"4098";"1";"4.7";"0"
"471";"67";"Female";"North";"Silver";"56";"717.26";"Home Goods";"19/2/2022";"Manager";"13";"4187";"0";"4.6";"0"
"472";"27";"Male";"East";"Bronze";"14";"4910.85";"Clothing";"16/7/2023";"Manager";"14";"2909";"1";"4.3";"0"
"473";"18";"Female";"East";"Platinum";"92";"5995.56";"Clothing";"29/12/2022";"Chef";"12";"3135";"0";"4.3";"1"
"474";"37";"Male";"South";"Bronze";"13";"2967.29";"Electronics";"10/12/2022";"Engineer";"9";"3908";"1";"4.9";"1"
"476";"35";"Female";"North";"Gold";"85";"9049.58";"Home Goods";"15/2/2023";"Teacher";"11";"3911";"1";"1.3";"0"
"477";"38";"Male";"East";"Gold";"63";"6083.07";"Electronics";"2/10/2022";"Artist";"5";"4032";"0";"1.3";"1"
"478";"66";"Female";"West";"Gold";"1";"287.42";"Clothing";"1/7/2022";"Chef";"10";"2219";"0";"2.2";"1"
"479";"21";"Male";"West";"Silver";"20";"5216.06";"Home Goods";"9/2/2022";"Engineer";"12";"2059";"0";"4.4";"0"
"480";"60";"Female";"West";"Bronze";"36";"2935.67";"Home Goods";"21/9/2022";"Teacher";"6";"1203";"1";"4.1";"1"
"481";"19";"Female";"North";"Silver";"87";"5415.74";"Clothing";"11/6/2022";"Manager";"4";"779";"1";"3";"0"
"483";"54";"Male";"North";"Platinum";"2";"1294.38";"Home Goods";"7/3/2023";"Doctor";"10";"3000";"0";"1.7";"1"
"484";"22";"Female";"East";"Platinum";"31";"441.86";"Home Goods";"17/8/2022";"Engineer";"6";"4363";"0";"1.1";"0"
"485";"34";"Female";"West";"Platinum";"61";"9965.56";"Electronics";"10/2/2022";"Engineer";"13";"2643";"1";"3.8";"0"
"486";"66";"Female";"North";"Bronze";"77";"1840.37";"Electronics";"21/7/2022";"Doctor";"3";"3735";"0";"2.7";"0"
"487";"65";"Female";"North";"Silver";"64";"8684.89";"Electronics";"8/10/2022";"Chef";"6";"2303";"1";"1.1";"1"
"488";"28";"Male";"North";"Silver";"26";"2789.31";"Electronics";"16/10/2022";"Chef";"2";"1";"0";"3.9";"0"
"490";"58";"Male";"West";"Bronze";"18";"3452.28";"Electronics";"31/8/2022";"Artist";"7";"3151";"0";"2.9";"0"
"491";"48";"Female";"North";"Silver";"81";"1977.66";"Electronics";"11/3/2022";"Engineer";"1";"1906";"1";"1.7";"0"
"492";"45";"Male";"East";"Bronze";"16";"4748.77";"Home Goods";"29/1/2022";"Chef";"10";"1323";"1";"4";"0"
"493";"61";"Female";"North";"Silver";"26";"7915";"Clothing";"5/8/2023";"Artist";"6";"185";"0";"4";"1"
"494";"49";"Male";"East";"Bronze";"80";"7725.82";"Electronics";"20/10/2022";"Lawyer";"4";"3104";"1";"1";"1"
"497";"27";"Female";"West";"Gold";"28";"2517.28";"Clothing";"31/5/2022";"Engineer";"6";"1898";"0";"4.6";"1"
"498";"45";"Male";"East";"Platinum";"11";"3885.81";"Clothing";"24/12/2022";"Doctor";"7";"9";"1";"2.3";"1"
"500";"53";"Female";"North";"Silver";"89";"3324.07";"Electronics";"29/9/2022";"Lawyer";"11";"1576";"1";"1.6";"0"
"501";"37";"Male";"East";"Platinum";"21";"2341.04";"Clothing";"22/5/2023";"Chef";"2";"2267";"1";"3.4";"0"
"502";"30";"Female";"West";"Bronze";"80";"492.38";"Electronics";"29/11/2023";"Manager";"12";"3971";"0";"4.3";"1"
"504";"67";"Male";"West";"Gold";"52";"7760.17";"Clothing";"22/4/2022";"Engineer";"6";"1371";"1";"3.7";"0"
"505";"28";"Male";"East";"Gold";"90";"3147.89";"Electronics";"30/3/2023";"Manager";"10";"3859";"0";"2.3";"0"
"506";"52";"Female";"South";"Silver";"57";"6499.7";"Home Goods";"31/12/2022";"Teacher";"5";"41";"1";"1.4";"0"
"507";"51";"Male";"East";"Bronze";"10";"124.93";"Home Goods";"19/12/2023";"Engineer";"11";"3051";"0";"1.4";"1"
"508";"61";"Male";"East";"Platinum";"96";"7648.69";"Electronics";"30/6/2023";"Engineer";"6";"819";"0";"1.1";"1"
"509";"21";"Female";"South";"Platinum";"36";"5350.83";"Home Goods";"11/5/2022";"Chef";"7";"4872";"1";"4.6";"0"
"510";"30";"Female";"East";"Silver";"74";"1379.69";"Clothing";"10/5/2022";"Manager";"9";"186";"1";"3.6";"1"
"511";"54";"Female";"North";"Bronze";"10";"3929";"Clothing";"19/4/2022";"Manager";"2";"4605";"1";"2.9";"0"
"512";"19";"Male";"East";"Platinum";"17";"1177.49";"Home Goods";"21/2/2022";"Engineer";"1";"4996";"0";"2";"1"
"513";"67";"Female";"South";"Bronze";"14";"5470.82";"Electronics";"16/10/2022";"Doctor";"12";"1348";"1";"3.7";"0"
"514";"18";"Male";"East";"Platinum";"98";"2883.53";"Home Goods";"19/12/2023";"Lawyer";"11";"1956";"1";"3.6";"0"
"515";"57";"Female";"North";"Platinum";"41";"6873.82";"Clothing";"21/8/2022";"Manager";"14";"4145";"0";"2";"0"
"517";"54";"Female";"West";"Silver";"54";"514.99";"Clothing";"22/6/2022";"Lawyer";"3";"1145";"1";"2.7";"1"
"518";"53";"Female";"North";"Bronze";"46";"3405.51";"Electronics";"13/9/2023";"Lawyer";"4";"1051";"0";"2.9";"0"
"519";"23";"Male";"West";"Platinum";"20";"4739.68";"Electronics";"21/2/2023";"Lawyer";"1";"1573";"0";"2.2";"0"
"520";"24";"Male";"West";"Bronze";"13";"7274.35";"Electronics";"1/5/2022";"Lawyer";"10";"457";"1";"1.4";"0"
"521";"21";"Male";"North";"Bronze";"10";"1899.38";"Electronics";"8/8/2022";"Chef";"9";"4460";"1";"1.2";"0"
"522";"52";"Male";"West";"Silver";"42";"2182.88";"Home Goods";"10/6/2023";"Manager";"1";"2105";"1";"4.4";"0"
"523";"58";"Male";"South";"Platinum";"17";"1578.2";"Home Goods";"2/7/2023";"Teacher";"4";"2731";"0";"1.9";"0"
"524";"51";"Male";"South";"Silver";"36";"1961.96";"Clothing";"20/5/2022";"Doctor";"4";"3200";"1";"1.1";"1"
"525";"46";"Female";"North";"Bronze";"70";"2818.28";"Clothing";"18/11/2023";"Lawyer";"13";"1562";"1";"1.5";"0"
"526";"22";"Male";"West";"Bronze";"34";"9928.81";"Clothing";"22/9/2023";"Manager";"7";"339";"0";"2.8";"1"
"527";"44";"Male";"East";"Bronze";"36";"510.44";"Electronics";"16/8/2023";"Chef";"13";"2275";"1";"4.9";"1"
"528";"50";"Female";"South";"Gold";"70";"2753.33";"Home Goods";"9/12/2023";"Engineer";"4";"4165";"1";"4.5";"0"
"529";"63";"Female";"South";"Gold";"91";"4271.49";"Clothing";"29/12/2022";"Chef";"7";"876";"1";"4.5";"0"
"530";"69";"Male";"North";"Bronze";"94";"9348.2";"Home Goods";"29/4/2023";"Teacher";"3";"486";"0";"4.1";"0"
"531";"27";"Male";"West";"Bronze";"50";"2794.45";"Electronics";"26/4/2023";"Doctor";"1";"2836";"0";"1.6";"0"
"532";"23";"Female";"South";"Platinum";"33";"3538.53";"Electronics";"3/10/2023";"Teacher";"10";"2965";"1";"4.4";"0"
"533";"51";"Male";"East";"Gold";"47";"5145.42";"Clothing";"26/10/2022";"Teacher";"2";"4060";"0";"2";"1"
"534";"25";"Female";"West";"Bronze";"77";"759.66";"Electronics";"25/3/2023";"Engineer";"6";"4396";"1";"1.7";"1"
"535";"48";"Female";"South";"Silver";"36";"991.9";"Clothing";"25/8/2023";"Artist";"8";"1389";"0";"2.7";"0"
"536";"26";"Male";"West";"Silver";"46";"1939.02";"Home Goods";"18/11/2023";"Teacher";"2";"4996";"1";"4.6";"1"
"537";"38";"Male";"East";"Gold";"5";"2692.49";"Home Goods";"7/10/2023";"Lawyer";"12";"4957";"0";"2.4";"1"
"538";"25";"Female";"West";"Bronze";"6";"5234.07";"Clothing";"28/8/2022";"Teacher";"5";"1590";"0";"3.9";"1"
"539";"21";"Male";"North";"Silver";"42";"5398.15";"Clothing";"21/8/2023";"Doctor";"9";"3710";"1";"1.9";"0"
"540";"39";"Male";"North";"Bronze";"90";"7653.83";"Electronics";"9/3/2022";"Artist";"3";"1060";"1";"3.9";"0"
"541";"45";"Male";"West";"Platinum";"90";"4559.01";"Clothing";"21/11/2023";"Artist";"12";"2897";"1";"4.1";"1"
"542";"62";"Male";"South";"Platinum";"55";"7074.73";"Clothing";"26/8/2023";"Manager";"8";"1953";"1";"4.1";"0"
"543";"21";"Female";"South";"Gold";"54";"7105.07";"Electronics";"23/4/2022";"Lawyer";"7";"4291";"0";"3.5";"1"
"544";"56";"Male";"West";"Bronze";"4";"9624.18";"Electronics";"1/4/2023";"Manager";"4";"680";"1";"4.8";"0"
"545";"38";"Male";"West";"Platinum";"45";"3367.27";"Home Goods";"21/12/2023";"Teacher";"7";"846";"0";"2.5";"0"
"546";"25";"Male";"North";"Bronze";"28";"3660.67";"Home Goods";"22/12/2023";"Chef";"4";"1798";"1";"4.8";"0"
"547";"37";"Male";"South";"Bronze";"90";"6987.67";"Electronics";"23/10/2023";"Manager";"2";"1814";"0";"1.3";"0"
"548";"49";"Male";"South";"Silver";"45";"3795.31";"Home Goods";"5/1/2022";"Doctor";"5";"2334";"0";"4.8";"0"
"549";"18";"Male";"East";"Silver";"50";"8302.91";"Home Goods";"17/3/2022";"Chef";"6";"1107";"1";"1.3";"1"
"550";"23";"Male";"South";"Gold";"42";"988.6";"Home Goods";"10/2/2023";"Manager";"14";"2151";"0";"3.7";"0"
"551";"45";"Male";"North";"Bronze";"83";"6973.9";"Home Goods";"9/5/2023";"Chef";"11";"4410";"0";"3.6";"1"
"552";"61";"Male";"West";"Platinum";"75";"1639.19";"Electronics";"19/7/2022";"Doctor";"8";"345";"1";"3.6";"0"
"553";"48";"Female";"North";"Platinum";"60";"5550.7";"Electronics";"26/8/2023";"Chef";"3";"2031";"0";"3.5";"0"
"554";"27";"Female";"North";"Bronze";"91";"5111.21";"Electronics";"26/6/2023";"Artist";"14";"4245";"0";"2.8";"0"
"555";"37";"Male";"East";"Gold";"85";"6810.92";"Home Goods";"18/2/2022";"Artist";"8";"2347";"0";"4.1";"0"
"556";"25";"Female";"West";"Platinum";"97";"5658.35";"Clothing";"6/12/2023";"Lawyer";"7";"4414";"0";"3.8";"0"
"557";"39";"Male";"South";"Silver";"13";"5467.81";"Home Goods";"8/1/2023";"Manager";"12";"3918";"0";"3.9";"0"
"558";"55";"Male";"West";"Silver";"82";"5164.19";"Clothing";"14/2/2023";"Teacher";"4";"4274";"1";"3.9";"0"
"561";"61";"Male";"North";"Silver";"70";"1693.33";"Electronics";"15/6/2023";"Manager";"3";"4923";"0";"3.8";"0"
"562";"64";"Female";"North";"Gold";"67";"224.83";"Clothing";"5/7/2022";"Chef";"9";"1548";"1";"3.5";"1"
"563";"18";"Male";"North";"Silver";"66";"1405.58";"Home Goods";"2/12/2023";"Chef";"5";"2997";"1";"1.6";"1"
"564";"58";"Female";"East";"Bronze";"57";"6486.23";"Clothing";"8/8/2022";"Teacher";"7";"2500";"0";"4";"0"
"565";"69";"Male";"West";"Bronze";"20";"7238.42";"Electronics";"19/9/2023";"Engineer";"8";"2096";"0";"4";"0"
"566";"56";"Male";"North";"Bronze";"21";"6332.91";"Electronics";"26/2/2022";"Chef";"2";"4218";"0";"4.7";"0"
"567";"43";"Male";"East";"Bronze";"38";"779.35";"Electronics";"4/1/2022";"Chef";"6";"3398";"0";"2.5";"0"
"568";"28";"Female";"South";"Silver";"12";"7748.76";"Clothing";"16/5/2022";"Chef";"5";"4601";"1";"2.2";"1"
"569";"69";"Male";"South";"Platinum";"19";"5210.71";"Clothing";"7/1/2023";"Artist";"5";"4012";"1";"3.7";"0"
"570";"52";"Female";"West";"Silver";"35";"2476.79";"Home Goods";"1/2/2023";"Engineer";"13";"3277";"1";"1.7";"0"
"571";"41";"Male";"West";"Gold";"55";"5907.14";"Electronics";"14/5/2022";"Doctor";"12";"3704";"0";"5";"1"
"572";"50";"Male";"South";"Bronze";"26";"4217.65";"Electronics";"30/9/2022";"Manager";"5";"3255";"0";"4.9";"0"
"573";"37";"Male";"West";"Silver";"83";"7003.82";"Clothing";"29/1/2023";"Lawyer";"12";"1503";"0";"3.9";"0"
"574";"44";"Male";"East";"Silver";"44";"5007.32";"Clothing";"30/6/2023";"Lawyer";"7";"2974";"1";"1.6";"1"
"576";"50";"Male";"South";"Silver";"49";"6481.8";"Clothing";"17/11/2023";"Chef";"8";"4679";"0";"4.7";"1"
"577";"69";"Male";"North";"Silver";"10";"7142.73";"Home Goods";"17/8/2022";"Chef";"14";"3428";"1";"2.8";"0"
"579";"51";"Male";"West";"Gold";"24";"9155.26";"Clothing";"18/9/2022";"Chef";"4";"2838";"0";"2.4";"1"
"580";"62";"Female";"East";"Platinum";"2";"3397.81";"Electronics";"1/5/2023";"Engineer";"2";"3346";"1";"4.1";"1"
"581";"68";"Female";"East";"Gold";"55";"2357.56";"Home Goods";"22/8/2022";"Teacher";"7";"4719";"1";"4.1";"0"
"582";"63";"Male";"South";"Gold";"20";"5151.78";"Home Goods";"1/8/2023";"Manager";"3";"4553";"0";"4.5";"0"
"583";"59";"Male";"North";"Gold";"7";"8087.81";"Electronics";"19/6/2023";"Chef";"6";"2788";"1";"4.5";"0"
"584";"22";"Male";"North";"Platinum";"29";"6899.27";"Clothing";"20/8/2022";"Lawyer";"3";"2322";"0";"3";"0"
"585";"47";"Male";"South";"Gold";"93";"4305.07";"Electronics";"7/9/2023";"Manager";"12";"3410";"0";"3.8";"0"
"586";"45";"Female";"South";"Silver";"94";"1758.95";"Electronics";"15/1/2022";"Teacher";"9";"3628";"0";"1.5";"1"
"587";"35";"Male";"South";"Platinum";"96";"1773.89";"Clothing";"17/12/2022";"Artist";"6";"1841";"0";"4.5";"0"
"588";"53";"Male";"West";"Silver";"81";"4423.85";"Electronics";"11/4/2022";"Teacher";"12";"3589";"1";"2.4";"1"
"590";"38";"Female";"East";"Gold";"44";"4308.39";"Home Goods";"30/9/2022";"Chef";"8";"3120";"1";"1.9";"1"
"591";"63";"Female";"West";"Silver";"32";"9354.99";"Home Goods";"15/5/2022";"Teacher";"5";"1138";"1";"1.9";"0"
"592";"33";"Male";"North";"Gold";"66";"4737.98";"Clothing";"25/4/2022";"Doctor";"13";"3714";"0";"1.7";"0"
"593";"54";"Female";"North";"Silver";"25";"463.48";"Home Goods";"11/10/2022";"Chef";"5";"2126";"1";"3.3";"0"
"594";"59";"Female";"North";"Silver";"35";"2686.3";"Clothing";"27/8/2022";"Lawyer";"2";"304";"1";"4";"0"
"595";"22";"Male";"West";"Bronze";"43";"218.02";"Clothing";"2/2/2022";"Lawyer";"1";"3231";"1";"4.2";"0"
"596";"67";"Female";"West";"Silver";"76";"2068.87";"Clothing";"9/1/2022";"Engineer";"3";"3811";"0";"4.5";"0"
"597";"68";"Male";"East";"Gold";"92";"4661.75";"Electronics";"16/7/2023";"Artist";"9";"3958";"0";"1.7";"1"
"598";"31";"Male";"North";"Bronze";"96";"4800.19";"Home Goods";"25/5/2022";"Teacher";"12";"3605";"0";"2.1";"0"
"599";"48";"Female";"North";"Bronze";"41";"9908.06";"Clothing";"27/9/2022";"Artist";"4";"1223";"0";"4.6";"1"
"600";"63";"Male";"North";"Platinum";"1";"1479.39";"Clothing";"21/8/2022";"Teacher";"7";"558";"1";"2.9";"0"
"601";"41";"Female";"West";"Platinum";"68";"5909.27";"Electronics";"7/8/2023";"Lawyer";"13";"842";"0";"2.5";"1"
"603";"53";"Female";"East";"Gold";"67";"3592.38";"Home Goods";"13/8/2022";"Lawyer";"9";"1543";"0";"1.3";"1"
"604";"27";"Female";"South";"Bronze";"46";"6609.06";"Home Goods";"15/10/2023";"Engineer";"12";"2174";"0";"4.4";"0"
"605";"44";"Female";"North";"Silver";"82";"5741.51";"Home Goods";"11/8/2022";"Manager";"3";"1423";"1";"4.4";"0"
"606";"44";"Male";"East";"Platinum";"13";"3373.02";"Home Goods";"3/9/2023";"Chef";"1";"594";"1";"2";"1"
"607";"40";"Female";"North";"Silver";"88";"6744.7";"Home Goods";"16/10/2022";"Lawyer";"10";"1613";"0";"2.6";"0"
"608";"30";"Female";"East";"Bronze";"7";"6873.78";"Electronics";"12/8/2022";"Engineer";"5";"98";"1";"1.3";"0"
"609";"33";"Female";"South";"Platinum";"87";"2234.11";"Electronics";"18/4/2022";"Artist";"1";"1260";"1";"2.7";"0"
"610";"52";"Male";"East";"Gold";"61";"4003.42";"Electronics";"16/10/2022";"Lawyer";"10";"415";"1";"3.2";"0"
"611";"44";"Male";"West";"Silver";"52";"4107.51";"Home Goods";"27/6/2022";"Engineer";"1";"3498";"1";"1.7";"0"
"612";"69";"Female";"East";"Silver";"57";"8822.41";"Home Goods";"31/5/2022";"Doctor";"2";"3258";"1";"2";"0"
"613";"56";"Male";"West";"Silver";"79";"6539.74";"Home Goods";"19/5/2022";"Lawyer";"5";"4259";"1";"2.4";"0"
"614";"64";"Female";"North";"Gold";"46";"7029.42";"Electronics";"2/2/2022";"Engineer";"12";"4675";"0";"3.3";"0"
"615";"34";"Male";"West";"Gold";"65";"1824.11";"Home Goods";"8/11/2022";"Manager";"14";"3450";"0";"1";"0"
"616";"65";"Female";"North";"Silver";"21";"9874.51";"Home Goods";"17/9/2023";"Manager";"7";"2989";"0";"4.8";"0"
"617";"58";"Female";"North";"Silver";"37";"3161.47";"Home Goods";"6/7/2022";"Doctor";"3";"3555";"1";"4.2";"0"
"618";"18";"Male";"East";"Gold";"97";"5126.79";"Clothing";"27/8/2023";"Artist";"14";"1914";"0";"4.7";"1"
"619";"28";"Male";"North";"Silver";"19";"1182.85";"Clothing";"30/6/2022";"Doctor";"13";"2290";"1";"1.7";"1"
"620";"29";"Male";"North";"Silver";"51";"2547.35";"Home Goods";"20/8/2022";"Teacher";"11";"2818";"1";"3.9";"1"
"622";"25";"Female";"South";"Bronze";"26";"7828.24";"Home Goods";"12/2/2022";"Chef";"11";"4323";"1";"1.6";"0"
"623";"48";"Female";"West";"Bronze";"95";"9274.41";"Electronics";"13/12/2023";"Engineer";"4";"704";"1";"4";"0"
"624";"24";"Female";"West";"Silver";"96";"6805.92";"Clothing";"5/2/2023";"Doctor";"8";"4374";"1";"3.4";"0"
"625";"63";"Male";"North";"Gold";"60";"7953.42";"Clothing";"7/2/2022";"Lawyer";"11";"2895";"0";"2.7";"0"
"626";"48";"Female";"North";"Silver";"16";"1725.81";"Home Goods";"3/11/2022";"Manager";"2";"1814";"0";"2";"0"
"627";"33";"Female";"West";"Platinum";"89";"4455.88";"Clothing";"19/2/2022";"Teacher";"6";"4331";"0";"2.2";"0"
"628";"59";"Male";"East";"Silver";"23";"1119.8";"Home Goods";"24/6/2022";"Teacher";"1";"1677";"1";"2.1";"0"
"629";"56";"Male";"South";"Silver";"67";"9250.29";"Home Goods";"2/11/2023";"Artist";"9";"3666";"0";"4.4";"0"
"630";"61";"Male";"North";"Bronze";"24";"6893.23";"Electronics";"8/6/2023";"Manager";"7";"1504";"1";"2.2";"0"
"631";"36";"Male";"North";"Platinum";"34";"1099.95";"Electronics";"11/6/2023";"Doctor";"8";"4645";"0";"2.3";"0"
"632";"25";"Female";"West";"Platinum";"73";"7405.91";"Clothing";"17/8/2022";"Manager";"12";"4829";"1";"1.8";"0"
"633";"46";"Female";"East";"Bronze";"48";"3103.89";"Clothing";"10/6/2022";"Engineer";"9";"2780";"0";"2.5";"1"
"634";"19";"Female";"North";"Silver";"60";"9211.56";"Home Goods";"16/12/2023";"Teacher";"7";"3545";"1";"3";"1"
"635";"59";"Female";"North";"Gold";"57";"730.13";"Home Goods";"22/7/2022";"Manager";"14";"4549";"0";"1.4";"1"
"636";"20";"Male";"West";"Bronze";"80";"3182.36";"Clothing";"21/1/2023";"Doctor";"14";"679";"0";"2.9";"0"
"637";"68";"Female";"North";"Gold";"20";"8540.21";"Electronics";"2/2/2022";"Engineer";"3";"1596";"1";"3.5";"0"
"638";"46";"Male";"South";"Gold";"79";"1122.76";"Electronics";"21/7/2023";"Engineer";"10";"1982";"1";"2.4";"0"
"639";"32";"Female";"South";"Platinum";"39";"2810.85";"Clothing";"16/1/2023";"Teacher";"9";"2277";"1";"3.1";"0"
"640";"55";"Male";"South";"Platinum";"38";"1829.76";"Clothing";"10/11/2023";"Teacher";"12";"175";"0";"4";"0"
"641";"45";"Female";"West";"Gold";"36";"8936.01";"Clothing";"20/5/2022";"Engineer";"8";"4091";"0";"2.2";"1"
"642";"54";"Female";"West";"Silver";"12";"4850.65";"Clothing";"7/8/2022";"Engineer";"14";"2768";"1";"3.6";"1"
"643";"49";"Female";"North";"Platinum";"29";"8574.88";"Clothing";"6/7/2023";"Doctor";"5";"4259";"1";"3.1";"0"
"644";"47";"Male";"East";"Bronze";"43";"3331.79";"Home Goods";"26/10/2022";"Engineer";"12";"1129";"0";"4";"0"
"645";"68";"Female";"East";"Gold";"96";"6723.59";"Clothing";"28/4/2022";"Manager";"14";"4188";"1";"1.8";"0"
"646";"64";"Male";"North";"Silver";"46";"1096.24";"Home Goods";"28/10/2023";"Artist";"8";"2136";"1";"4.7";"1"
"647";"47";"Female";"East";"Silver";"82";"4360.75";"Clothing";"8/7/2023";"Engineer";"14";"4703";"1";"1.3";"0"
"648";"68";"Male";"West";"Silver";"42";"2652.53";"Home Goods";"2/8/2022";"Engineer";"1";"3209";"0";"4.4";"0"
"649";"51";"Male";"East";"Gold";"79";"2790.03";"Clothing";"17/5/2023";"Engineer";"4";"251";"0";"3.8";"0"
"650";"30";"Female";"East";"Gold";"41";"1279.82";"Home Goods";"21/12/2023";"Engineer";"4";"427";"0";"3.2";"0"
"651";"50";"Female";"South";"Platinum";"36";"3944.3";"Electronics";"9/3/2023";"Chef";"14";"680";"1";"2.8";"1"
"652";"59";"Female";"East";"Silver";"63";"1808.52";"Home Goods";"20/11/2023";"Teacher";"14";"4693";"1";"2";"0"
"653";"34";"Male";"West";"Platinum";"38";"6863.78";"Electronics";"10/12/2023";"Teacher";"13";"3124";"1";"1.1";"1"
"654";"20";"Female";"South";"Bronze";"96";"5222.1";"Electronics";"31/8/2022";"Engineer";"10";"578";"1";"1.1";"1"
"655";"26";"Female";"North";"Silver";"56";"4637.53";"Clothing";"20/2/2022";"Teacher";"8";"4701";"0";"4.9";"0"
"656";"69";"Male";"North";"Platinum";"35";"8752.66";"Home Goods";"19/4/2022";"Engineer";"9";"3604";"1";"3";"0"
"657";"28";"Female";"East";"Gold";"32";"1934.49";"Clothing";"16/3/2023";"Teacher";"14";"1854";"1";"4.4";"1"
"658";"66";"Female";"West";"Platinum";"84";"7022.14";"Clothing";"14/7/2022";"Chef";"11";"4578";"0";"2.6";"0"
"659";"44";"Female";"South";"Platinum";"20";"1933.09";"Clothing";"1/5/2022";"Teacher";"1";"2382";"1";"4.8";"0"
"660";"45";"Female";"South";"Platinum";"58";"6322.55";"Clothing";"6/3/2022";"Doctor";"13";"4908";"0";"3.3";"0"
"661";"19";"Male";"North";"Bronze";"24";"486.82";"Electronics";"24/5/2023";"Artist";"6";"4252";"1";"2.8";"1"
"662";"18";"Female";"West";"Bronze";"77";"440.49";"Electronics";"25/2/2022";"Lawyer";"7";"3319";"0";"1.2";"0"
"663";"23";"Female";"South";"Bronze";"81";"4199";"Home Goods";"31/3/2022";"Lawyer";"14";"4531";"0";"1.6";"0"
"664";"42";"Female";"North";"Silver";"98";"9932.65";"Electronics";"4/5/2022";"Chef";"6";"2884";"1";"3.4";"0"
"665";"52";"Female";"East";"Bronze";"56";"1560.14";"Home Goods";"20/12/2023";"Artist";"10";"4373";"0";"2";"0"
"666";"33";"Male";"South";"Bronze";"31";"7556.98";"Electronics";"24/4/2022";"Manager";"3";"2257";"0";"1.1";"0"
"667";"21";"Male";"North";"Gold";"92";"5781.25";"Clothing";"11/11/2023";"Lawyer";"13";"802";"0";"3.7";"0"
"668";"64";"Male";"West";"Silver";"4";"2879.69";"Electronics";"21/3/2023";"Engineer";"8";"1826";"0";"1.6";"1"
"669";"55";"Female";"West";"Bronze";"87";"7704.69";"Home Goods";"11/1/2022";"Teacher";"11";"2532";"1";"3.1";"0"
"670";"61";"Female";"South";"Platinum";"2";"3024.23";"Clothing";"26/9/2022";"Chef";"7";"726";"0";"2.9";"0"
"671";"37";"Female";"North";"Platinum";"15";"1770.49";"Home Goods";"4/1/2022";"Doctor";"12";"3532";"0";"1.5";"1"
"672";"42";"Female";"East";"Bronze";"28";"2021.73";"Clothing";"18/6/2022";"Manager";"10";"2976";"0";"3.2";"1"
"673";"24";"Male";"South";"Gold";"1";"1964.75";"Home Goods";"5/1/2023";"Engineer";"12";"2569";"0";"3.8";"0"
"674";"38";"Male";"South";"Gold";"10";"7609.76";"Home Goods";"8/4/2023";"Chef";"11";"3527";"0";"4";"1"
"675";"24";"Male";"South";"Platinum";"36";"5331.68";"Clothing";"9/4/2022";"Manager";"8";"3235";"1";"4.2";"0"
"677";"69";"Female";"North";"Bronze";"33";"8953.78";"Clothing";"20/12/2022";"Manager";"9";"4053";"0";"2.2";"0"
"678";"24";"Male";"East";"Bronze";"59";"1765.52";"Electronics";"30/7/2022";"Chef";"13";"3118";"0";"4.3";"1"
"680";"46";"Male";"North";"Platinum";"13";"6832.9";"Clothing";"9/1/2023";"Teacher";"4";"2731";"0";"2.2";"0"
"681";"46";"Female";"East";"Silver";"53";"3562.87";"Home Goods";"29/8/2022";"Lawyer";"7";"23";"1";"4.3";"0"
"682";"56";"Female";"South";"Platinum";"58";"6649.9";"Clothing";"24/4/2023";"Chef";"10";"1368";"0";"1.8";"1"
"683";"55";"Male";"East";"Platinum";"46";"3661.35";"Electronics";"7/4/2022";"Artist";"10";"2182";"1";"3.9";"0"
"684";"23";"Female";"West";"Bronze";"79";"1869.25";"Home Goods";"17/12/2023";"Manager";"8";"2532";"1";"2.4";"0"
"685";"63";"Female";"South";"Silver";"20";"5386.98";"Clothing";"3/5/2022";"Manager";"12";"1326";"1";"1.4";"0"
"686";"27";"Female";"West";"Platinum";"94";"252.29";"Home Goods";"30/4/2022";"Doctor";"14";"416";"1";"2.8";"0"
"687";"54";"Female";"West";"Platinum";"82";"3912.29";"Clothing";"25/5/2023";"Artist";"4";"3987";"0";"2.5";"0"
"688";"31";"Female";"South";"Silver";"71";"6885.11";"Clothing";"15/9/2023";"Artist";"2";"4542";"0";"5";"0"
"689";"39";"Male";"South";"Bronze";"34";"2717.48";"Clothing";"16/3/2023";"Chef";"8";"85";"1";"2.3";"0"
"690";"49";"Female";"South";"Bronze";"78";"7289.04";"Home Goods";"2/6/2022";"Engineer";"6";"2719";"1";"1.1";"1"
"691";"35";"Female";"West";"Gold";"87";"4981.31";"Home Goods";"7/7/2022";"Artist";"1";"3760";"0";"4";"0"
"692";"53";"Female";"North";"Silver";"44";"2949";"Home Goods";"14/8/2023";"Lawyer";"10";"2759";"1";"3.2";"0"
"693";"63";"Female";"East";"Platinum";"1";"4370.44";"Clothing";"1/8/2022";"Engineer";"7";"1201";"0";"1.7";"0"
"694";"69";"Female";"South";"Silver";"58";"749.65";"Clothing";"12/2/2023";"Manager";"13";"3056";"1";"4.5";"1"
