CustomerID,Age,Gender,Location,MembershipLevel,TotalPurchases,TotalSpent,FavoriteCategory,LastPurchaseDate,Occupation,FrequencyWebsiteVisits
353,60,Female,West,Silver,11,4236.7,Electronics,9/4/2023,Artist,2
354,54,Female,South,Gold,48,8361.54,Electronics,3/3/2023,Manager,12
355,48,Female,West,Platinum,56,5289.91,Home Goods,15/1/2023,Artist,6
356,42,Male,West,Silver,49,4321.49,Clothing,9/1/2023,Chef,11
357,21,Male,North,Platinum,7,3424.78,Electronics,11/5/2022,Chef,14
358,69,Female,East,Bronze,71,2392.95,Home Goods,3/4/2023,Manager,4
359,26,Female,North,Platinum,22,565.3,Home Goods,9/5/2022,Manager,1
360,45,Male,East,Bronze,36,2464.87,Clothing,10/2/2023,Engineer,1
361,47,Female,South,Bronze,28,2936.54,Electronics,7/4/2022,Engineer,5
362,64,Male,West,?,17,7900.61,Electronic,16/9/2023,Manager,13
363,41,Male,North,Gold,39,8024.51,Home Goods,15/2/2023,Engineer,5
364,50,Male,South,Bronze,37,3831.61,Clothing,14/7/2022,Engineer,5
365,37,Female,East,Silver,8,348.7,Home Goods,7/6/2023,Engineer,2
366,26,Male,West,Platinum,15,4764.3,Home Goods,19/9/2022,Lawyer,2
367,25,Female,West,Bronze,38,8995.78,Home Goods,19/7/2022,Chef,10
368,41,Male,South,Gold,69,7322.59,Clothing,11/9/2022,Doctor,12
369,31,Male,South,Bronze,32,858.92,Home Goods,9/6/2023,Manager,9
370,35,Male,South,Silver,73,6822.09,Clothing,21/6/2023,Teacher,7
371,-9999,Male,North,Gold,36,5948.3,Home Goods,5/10/2023,Doctor,12
372,29,Female,West,Platinum,72,8511.3,Clothing,6/7/2022,Artist,8
373,46,Female,South,Gold,88,4772.06,Electronics,2/6/2022,Teacher,12
374,54,Female,East,Silver,59,2512.9,Home Goods,6/5/2023,Lawyer,11
375,43,Male,North,Bronze,57,8588.14,Home Goods,23/12/2022,Teacher,6
376,50,Female,East,Bronze,68,7673.03,Home Goods,19/8/2022,Doctor,9
377,60,Male,West,Bronze,82,6616.31,Home Goods,20/4/2022,Teacher,7
378,32,Female,West,Bronze,54,375.19,Home Goods,10/5/2023,Lawyer,4
379,40,Female,East,Platinum,28,4146.11,Home Goods,6/4/2022,Engineer,12
380,46,Male,North,Bronze,37,1479.17,Home Goods,6/7/2023,Doctor,5
381,38,Male,South,Bronze,82,4670.59,Electronics,10/11/2022,Doctor,8
382,36,Male,South,Platinum,34,9042.83,Clothing,29/5/2023,Chef,3
383,22,Male,South,Bronze,41,1874.67,Clothing,14/8/2022,Artist,3
384,40,Female,South,Gold,41,4189.64,Electronics,13/7/2023,Lawyer,10
385,53,Female,South,Bronze,84,3384.07,Clothing,12/11/2023,Teacher,8
386,37,Male,East,Bronze,32,404.79,Clothing,16/3/2023,Doctor,7
387,25,Female,East,Bronze,87,1708.95,Electronics,13/11/2022,Chef,2
388,26,Female,North,Silver,4,4434.44,Clothing,28/2/2022,Doctor,9
389,31,Male,West,Platinum,1,7992.83,Clothing,29/10/2022,Chef,10
390,23,Female,South,Platinum,33,2645.71,Clothing,9/5/2023,Manager,8
391,18,Male,West,Bronze,6,6210.98,Home Goods,25/11/2023,Artist,7
392,26,Male,South,Gold,8,4003.78,Clothing,20/12/2022,Lawyer,11
393,33,Female,South,Platinum,70,5786.59,Home Goods,17/7/2023,Artist,8
394,33,Male,East,Platinum,16,4508.03,Clothing,8/8/2022,Doctor,7
395,29,Male,North,Bronze,89,7490.75,Clothing,28/10/2023,Teacher,5
396,22,Male,South,Gold,76,3614.71,Electronics,7/4/2023,Engineer,5
397,57,Male,West,Silver,65,9573.37,Home Goods,16/9/2022,Artist,1
398,46,Female,North,Silver,34,5119.92,Home Goods,2/1/2022,Doctor,14
399,63,Male,East,Gold,35,1853.66,Home Goods,5/7/2023,Chef,2
400,44,Male,South,Gold,33,6684.05,Home Goods,9/11/2023,Teacher,1
401,28,Male,East,Silver,63,3951.24,Clothing,11/5/2022,Manager,8
402,64,Male,South,Gold,47,614.96,Home Goods,9/3/2022,Manager,2
403,67,Male,West,Platinum,57,3262.73,Home Goods,27/7/2023,Lawyer,3
404,45,Male,North,Bronze,67,8498.74,Clothing,27/6/2023,Manager,13
405,69,Male,West,Platinum,57,4885.3,Clothing,21/3/2022,Doctor,14
406,53,Male,South,Silver,32,4126.34,Clothing,2/12/2023,Doctor,11
407,59,Male,South,Silver,81,9133.42,Clothing,19/1/2022,Teacher,14
408,36,Female,East,Platinum,71,6321.13,Electronics,27/6/2022,Lawyer,1
409,52,Male,North,Gold,11,3563.16,Electronics,23/7/2023,Lawyer,8
410,69,Female,West,Bronze,23,5592.48,Clothing,30/10/2023,Chef,7
411,-9999,Female,North,Bronze,55,4295.36,Clothing,6/11/2023,Doctor,11
412,61,Male,South,Silver,15,3287.02,Home Goods,14/10/2022,Chef,4
413,36,Male,West,Gold,36,6094.89,Clothing,2/6/2023,Teacher,10
414,63,Male,East,Bronze,53,9806.58,Clothing,11/4/2022,Manager,8
415,-9999,Female,South,Bronze,68,3906.96,,7/2/2023,Teacher,7
416,19,Male,East,Gold,49,611.27,Electronics,28/3/2022,Doctor,12
417,24,Male,West,Gold,52,3658.64,Home Goods,27/3/2023,Chef,2
418,60,Female,West,Platinum,59,2307.54,Home Goods,15/8/2022,Engineer,8
419,66,Male,South,Silver,87,3470.12,Clothing,27/8/2023,Chef,5
420,48,Female,South,Bronze,46,5122.83,Electronics,4/1/2023,Teacher,8
421,34,Male,East,Platinum,46,824.02,Electronics,18/1/2022,Chef,1
422,44,Male,South,Silver,81,1009.21,Home Goods,27/12/2023,Manager,12
423,53,Female,North,Silver,98,5665.75,Home Goods,2/10/2022,Engineer,11
424,67,Male,North,Gold,21,8703.55,Electronics,6/1/2022,Artist,7
425,60,Male,East,Platinum,40,4707.51,Clothing,31/1/2023,Manager,4
426,27,Female,East,Bronze,99,1940.4,Electronics,22/10/2022,Chef,4
427,62,Female,South,Gold,43,9284.93,Home Goods,3/11/2023,Chef,13
428,31,Female,South,Platinum,62,6486.64,Clothing,19/12/2023,Chef,4
429,24,Male,North,Gold,55,6361.96,Electronics,5/11/2022,Doctor,6
430,56,Male,East,Silver,97,7994.02,Electronics,13/3/2023,Manager,6
431,57,Male,East,Bronze,98,5207.34,Electronics,30/6/2022,Chef,8
432,26,Female,North,Platinum,49,8985.85,Electronics,1/4/2022,Teacher,9
433,31,Male,East,?,50,3094.07,Home Goods,30/11/2023,Chef,2
434,25,Male,South,Gold,96,9367.4,Electronics,4/10/2023,Teacher,13
435,34,Female,East,Platinum,86,2203.18,Clothing,16/3/2022,Lawyer,1
436,40,Male,East,Silver,1,1693.03,Home Goods,26/8/2022,Doctor,5
437,33,Male,South,Bronze,23,2903.52,Home Goods,8/2/2022,Teacher,6
438,-9999,Male,South,Gold,64,2983.18,Home Goods,19/2/2023,Lawyer,12
439,26,Female,North,Bronze,82,4778.49,Home Goods,27/12/2023,Engineer,4
440,53,Male,North,Silver,65,1192.95,Clothing,10/6/2023,Artist,1
441,24,Male,North,Platinum,38,8944.81,Electronics,2/1/2022,Engineer,7
442,35,Male,West,Platinum,46,9577.89,Home Goods,8/5/2023,Lawyer,1
443,25,Male,West,Silver,48,1372.68,Electronics,12/8/2023,Manager,10
444,38,Male,East,Gold,9,6401.81,Electronics,28/2/2022,Manager,1
445,43,Male,South,Silver,49,6375.48,Clothing,14/11/2023,Doctor,14
446,20,Male,East,Silver,42,2960.13,Electronics,31/5/2022,Chef,7
447,34,Female,South,Silver,34,9001.4,Clothing,24/3/2023,Chef,7
448,68,Female,South,Bronze,86,6581.9,Home Goods,27/6/2023,Manager,3
449,63,Male,East,Gold,97,2613.56,Home Goods,5/6/2023,Manager,2
450,41,Male,East,Gold,81,5957.74,Electronics,9/4/2022,Chef,11
451,42,Male,West,Silver,18,3030.75,Home Goods,23/1/2023,Manager,13
452,22,Male,East,Silver,27,1663.38,Clothing,25/9/2022,Doctor,6
453,54,Female,South,Bronze,6,3541.04,Home Goods,22/5/2023,Artist,2
454,62,Male,South,Gold,44,5428.43,Electronics,25/2/2022,Doctor,2
455,67,Female,East,Bronze,23,6521.8,Clothing,11/4/2022,Manager,2
456,41,Male,South,Gold,69,8357.23,Home Goods,8/5/2022,Chef,11
457,48,Female,West,Gold,57,6753.44,Home Goods,24/1/2023,Lawyer,2
458,43,Male,South,Bronze,74,3059.22,Electronics,15/6/2022,Lawyer,14
459,38,Male,East,Bronze,86,3388.74,Home Goods,15/6/2023,Engineer,3
460,51,,South,Platinum,44,5598.11,Clothing,4/10/2023,Lawyer,10
461,55,Male,North,Silver,22,8448.76,Electronics,18/8/2022,Teacher,14
462,41,,East,Platinum,64,5279.55,Clothing,22/2/2022,Artist,8
463,45,Male,West,Platinum,57,7632.33,Clothing,10/6/2023,Chef,1
464,47,Male,North,Platinum,26,5747.23,Home Goods,15/7/2022,Doctor,8
465,51,Female,North,Gold,16,6483.17,Electronics,27/9/2023,Artist,3
466,69,Male,North,Silver,34,8578,Clothing,23/2/2023,Teacher,11
467,69,Male,West,Gold,89,4446.24,Home Goods,26/7/2023,Engineer,11
468,40,Male,North,Silver,70,7005.67,Electronics,23/6/2023,Artist,3
469,25,Male,North,Silver,63,8356.07,Electronics,15/7/2022,Lawyer,3
470,59,,West,Gold,71,6520.04,Clothing,29/7/2022,Engineer,5
471,67,Female,North,Silver,56,717.26,Home Goods,19/2/2022,Manager,13
472,27,Male,East,Bronze,14,4910.85,Clothing,16/7/2023,Manager,14
473,18,Female,East,Platinum,92,5995.56,Clothing,29/12/2022,Chef,12
474,37,Male,South,Bronze,13,2967.29,Electronics,10/12/2022,Engineer,9
475,-9999,Male,East,Silver,3,6120.04,,8/12/2023,Doctor,1
476,35,Female,North,Gold,85,9049.58,Home Goods,15/2/2023,Teacher,11
477,38,Male,East,Gold,63,6083.07,Electronics,2/10/2022,Artist,5
478,66,Female,West,Gold,1,287.42,Clothing,1/7/2022,Chef,10
479,21,Male,West,Silver,20,5216.06,Home Goods,9/2/2022,Engineer,12
480,60,Female,West,Bronze,36,2935.67,Home Goods,21/9/2022,Teacher,6
481,19,Female,North,Silver,87,5415.74,Clothing,11/6/2022,Manager,4
482,38,Female,West,?,20,7299.64,Electronic,17/10/2023,Manager,14
483,54,Male,North,Platinum,2,1294.38,Home Goods,7/3/2023,Doctor,10
484,22,Female,East,Platinum,31,441.86,Home Goods,17/8/2022,Engineer,6
485,34,Female,West,Platinum,61,9965.56,Electronics,10/2/2022,Engineer,13
486,66,Female,North,Bronze,77,1840.37,Electronics,21/7/2022,Doctor,3
487,65,Female,North,Silver,64,8684.89,Electronics,8/10/2022,Chef,6
488,28,Male,North,Silver,26,2789.31,Electronics,16/10/2022,Chef,2
489,63,Male,North,?,50,5787.64,Clothing,8/6/2022,Lawyer,3
490,58,Male,West,Bronze,18,3452.28,Electronics,31/8/2022,Artist,7
491,48,Female,North,Silver,81,1977.66,Electronics,11/3/2022,Engineer,1
492,45,Male,East,Bronze,16,4748.77,Home Goods,29/1/2022,Chef,10
493,61,Female,North,Silver,26,7915,Clothing,5/8/2023,Artist,6
494,49,Male,East,Bronze,80,7725.82,Electronics,20/10/2022,Lawyer,4
495,-9999,Female,East,Silver,58,7250.84,Home Goods,10/8/2023,Engineer,2
496,-9999,Male,East,Bronze,41,8884.29,Home Goods,2/12/2022,Chef,9
497,27,Female,West,Gold,28,2517.28,Clothing,31/5/2022,Engineer,6
498,45,Male,East,Platinum,11,3885.81,Clothing,24/12/2022,Doctor,7
499,-9999,Male,East,Bronze,9,2022.84,Clothings,6/8/2023,Lawyer,13
500,53,Female,North,Silver,89,3324.07,Electronics,29/9/2022,Lawyer,11
501,37,Male,East,Platinum,21,2341.04,Clothing,22/5/2023,Chef,2
502,30,Female,West,Bronze,80,492.38,Electronics,29/11/2023,Manager,12
503,-9999,Male,West,?,95,9291.02,Home Goods,7/10/2022,Chef,7
504,67,Male,West,Gold,52,7760.17,Clothing,22/4/2022,Engineer,6
505,28,Male,East,Gold,90,3147.89,Electronics,30/3/2023,Manager,10
506,52,Female,South,Silver,57,6499.7,Home Goods,31/12/2022,Teacher,5
507,51,Male,East,Bronze,10,124.93,Home Goods,19/12/2023,Engineer,11
508,61,Male,East,Platinum,96,7648.69,Electronics,30/6/2023,Engineer,6
509,21,Female,South,Platinum,36,5350.83,Home Goods,11/5/2022,Chef,7
510,30,Female,East,Silver,74,1379.69,Clothing,10/5/2022,Manager,9
511,54,Female,North,Bronze,10,3929,Clothing,19/4/2022,Manager,2
512,19,Male,East,Platinum,17,1177.49,Home Goods,21/2/2022,Engineer,1
513,67,Female,South,Bronze,14,5470.82,Electronics,16/10/2022,Doctor,12
514,18,Male,East,Platinum,98,2883.53,Home Goods,19/12/2023,Lawyer,11
515,57,Female,North,Platinum,41,6873.82,Clothing,21/8/2022,Manager,14
516,-9999,Male,East,Gold,98,9280.42,Clothing,13/7/2022,Lawyer,5
517,54,Female,West,Silver,54,514.99,Clothing,22/6/2022,Lawyer,3
518,53,Female,North,Bronze,46,3405.51,Electronics,13/9/2023,Lawyer,4
519,23,Male,West,Platinum,20,4739.68,Electronics,21/2/2023,Lawyer,1
520,24,Male,West,Bronze,13,7274.35,Electronics,1/5/2022,Lawyer,10
521,21,Male,North,Bronze,10,1899.38,Electronics,8/8/2022,Chef,9
522,52,Male,West,Silver,42,2182.88,Home Goods,10/6/2023,Manager,1
523,58,Male,South,Platinum,17,1578.2,Home Goods,2/7/2023,Teacher,4
524,51,Male,South,Silver,36,1961.96,Clothing,20/5/2022,Doctor,4
525,46,Female,North,Bronze,70,2818.28,Clothing,18/11/2023,Lawyer,13
526,22,Male,West,Bronze,34,9928.81,Clothing,22/9/2023,Manager,7
527,44,Male,East,Bronze,36,510.44,Electronics,16/8/2023,Chef,13
528,50,Female,South,Gold,70,2753.33,Home Goods,9/12/2023,Engineer,4
529,63,Female,South,Gold,91,4271.49,Clothing,29/12/2022,Chef,7
530,69,Male,North,Bronze,94,9348.2,Home Goods,29/4/2023,Teacher,3
531,27,Male,West,Bronze,50,2794.45,Electronics,26/4/2023,Doctor,1
532,23,Female,South,Platinum,33,3538.53,Electronics,3/10/2023,Teacher,10
533,51,Male,East,Gold,47,5145.42,Clothing,26/10/2022,Teacher,2
534,25,Female,West,Bronze,77,759.66,Electronics,25/3/2023,Engineer,6
535,48,Female,South,Silver,36,991.9,Clothing,25/8/2023,Artist,8
536,26,Male,West,Silver,46,1939.02,Home Goods,18/11/2023,Teacher,2
537,38,Male,East,Gold,5,2692.49,Home Goods,7/10/2023,Lawyer,12
538,25,Female,West,Bronze,6,5234.07,Clothing,28/8/2022,Teacher,5
539,21,Male,North,Silver,42,5398.15,Clothing,21/8/2023,Doctor,9
540,39,Male,North,Bronze,90,7653.83,Electronics,9/3/2022,Artist,3
541,45,Male,West,Platinum,90,4559.01,Clothing,21/11/2023,Artist,12
542,62,Male,South,Platinum,55,7074.73,Clothing,26/8/2023,Manager,8
543,21,Female,South,Gold,54,7105.07,Electronics,23/4/2022,Lawyer,7
544,56,Male,West,Bronze,4,9624.18,Electronics,1/4/2023,Manager,4
545,38,Male,West,Platinum,45,3367.27,Home Goods,21/12/2023,Teacher,7
546,25,Male,North,Bronze,28,3660.67,Home Goods,22/12/2023,Chef,4
547,37,Male,South,Bronze,90,6987.67,Electronics,23/10/2023,Manager,2
548,49,Male,South,Silver,45,3795.31,Home Goods,5/1/2022,Doctor,5
549,18,Male,East,Silver,50,8302.91,Home Goods,17/3/2022,Chef,6
550,23,Male,South,Gold,42,988.6,Home Goods,10/2/2023,Manager,14
551,45,Male,North,Bronze,83,6973.9,Home Goods,9/5/2023,Chef,11
552,61,Male,West,Platinum,75,1639.19,Electronics,19/7/2022,Doctor,8
553,48,Female,North,Platinum,60,5550.7,Electronics,26/8/2023,Chef,3
554,27,Female,North,Bronze,91,5111.21,Electronics,26/6/2023,Artist,14
555,37,Male,East,Gold,85,6810.92,Home Goods,18/2/2022,Artist,8
556,25,Female,West,Platinum,97,5658.35,Clothing,6/12/2023,Lawyer,7
557,39,Male,South,Silver,13,5467.81,Home Goods,8/1/2023,Manager,12
558,55,Male,West,Silver,82,5164.19,Clothing,14/2/2023,Teacher,4
559,46,Male,East,Silver,94,7808.91,,2/2/2023,Engineer,2
560,26,,North,Bronze,74,2759.34,Electronics,5/8/2022,Engineer,7
561,61,Male,North,Silver,70,1693.33,Electronics,15/6/2023,Manager,3
562,64,Female,North,Gold,67,224.83,Clothing,5/7/2022,Chef,9
563,18,Male,North,Silver,66,1405.58,Home Goods,2/12/2023,Chef,5
564,58,Female,East,Bronze,57,6486.23,Clothing,8/8/2022,Teacher,7
565,69,Male,West,Bronze,20,7238.42,Electronics,19/9/2023,Engineer,8
566,56,Male,North,Bronze,21,6332.91,Electronics,26/2/2022,Chef,2
567,43,Male,East,Bronze,38,779.35,Electronics,4/1/2022,Chef,6
568,28,Female,South,Silver,12,7748.76,Clothing,16/5/2022,Chef,5
569,69,Male,South,Platinum,19,5210.71,Clothing,7/1/2023,Artist,5
570,52,Female,West,Silver,35,2476.79,Home Goods,1/2/2023,Engineer,13
571,41,Male,West,Gold,55,5907.14,Electronics,14/5/2022,Doctor,12
572,50,Male,South,Bronze,26,4217.65,Electronics,30/9/2022,Manager,5
573,37,Male,West,Silver,83,7003.82,Clothing,29/1/2023,Lawyer,12
574,44,Male,East,Silver,44,5007.32,Clothing,30/6/2023,Lawyer,7
575,32,,South,Bronze,46,456.21,Electronics,5/11/2023,Manager,4
576,50,Male,South,Silver,49,6481.8,Clothing,17/11/2023,Chef,8
577,69,Male,North,Silver,10,7142.73,Home Goods,17/8/2022,Chef,14
578,24,,North,Bronze,28,6505.95,Electronics,16/12/2022,Manager,13
579,51,Male,West,Gold,24,9155.26,Clothing,18/9/2022,Chef,4
580,62,Female,East,Platinum,2,3397.81,Electronics,1/5/2023,Engineer,2
581,68,Female,East,Gold,55,2357.56,Home Goods,22/8/2022,Teacher,7
582,63,Male,South,Gold,20,5151.78,Home Goods,1/8/2023,Manager,3
583,59,Male,North,Gold,7,8087.81,Electronics,19/6/2023,Chef,6
584,22,Male,North,Platinum,29,6899.27,Clothing,20/8/2022,Lawyer,3
585,47,Male,South,Gold,93,4305.07,Electronics,7/9/2023,Manager,12
586,45,Female,South,Silver,94,1758.95,Electronics,15/1/2022,Teacher,9
587,35,Male,South,Platinum,96,1773.89,Clothing,17/12/2022,Artist,6
588,53,Male,West,Silver,81,4423.85,Electronics,11/4/2022,Teacher,12
589,20,Female,East,?,50,8983.78,Electronic,5/10/2022,Manager,4
590,38,Female,East,Gold,44,4308.39,Home Goods,30/9/2022,Chef,8
591,63,Female,West,Silver,32,9354.99,Home Goods,15/5/2022,Teacher,5
592,33,Male,North,Gold,66,4737.98,Clothing,25/4/2022,Doctor,13
593,54,Female,North,Silver,25,463.48,Home Goods,11/10/2022,Chef,5
594,59,Female,North,Silver,35,2686.3,Clothing,27/8/2022,Lawyer,2
595,22,Male,West,Bronze,43,218.02,Clothing,2/2/2022,Lawyer,1
596,67,Female,West,Silver,76,2068.87,Clothing,9/1/2022,Engineer,3
597,68,Male,East,Gold,92,4661.75,Electronics,16/7/2023,Artist,9
598,31,Male,North,Bronze,96,4800.19,Home Goods,25/5/2022,Teacher,12
599,48,Female,North,Bronze,41,9908.06,Clothing,27/9/2022,Artist,4
600,63,Male,North,Platinum,1,1479.39,Clothing,21/8/2022,Teacher,7
601,41,Female,West,Platinum,68,5909.27,Electronics,7/8/2023,Lawyer,13
602,-9999,Female,East,Silver,67,1210.27,Home Goods,5/10/2023,Manager,8
603,53,Female,East,Gold,67,3592.38,Home Goods,13/8/2022,Lawyer,9
604,27,Female,South,Bronze,46,6609.06,Home Goods,15/10/2023,Engineer,12
605,44,Female,North,Silver,82,5741.51,Home Goods,11/8/2022,Manager,3
606,44,Male,East,Platinum,13,3373.02,Home Goods,3/9/2023,Chef,1
607,40,Female,North,Silver,88,6744.7,Home Goods,16/10/2022,Lawyer,10
608,30,Female,East,Bronze,7,6873.78,Electronics,12/8/2022,Engineer,5
609,33,Female,South,Platinum,87,2234.11,Electronics,18/4/2022,Artist,1
610,52,Male,East,Gold,61,4003.42,Electronics,16/10/2022,Lawyer,10
611,44,Male,West,Silver,52,4107.51,Home Goods,27/6/2022,Engineer,1
612,69,Female,East,Silver,57,8822.41,Home Goods,31/5/2022,Doctor,2
613,56,Male,West,Silver,79,6539.74,Home Goods,19/5/2022,Lawyer,5
614,64,Female,North,Gold,46,7029.42,Electronics,2/2/2022,Engineer,12
615,34,Male,West,Gold,65,1824.11,Home Goods,8/11/2022,Manager,14
616,65,Female,North,Silver,21,9874.51,Home Goods,17/9/2023,Manager,7
617,58,Female,North,Silver,37,3161.47,Home Goods,6/7/2022,Doctor,3
618,18,Male,East,Gold,97,5126.79,Clothing,27/8/2023,Artist,14
619,28,Male,North,Silver,19,1182.85,Clothing,30/6/2022,Doctor,13
620,29,Male,North,Silver,51,2547.35,Home Goods,20/8/2022,Teacher,11
621,31,Female,West,?,36,1758.27,,8/9/2022,Chef,5
622,25,Female,South,Bronze,26,7828.24,Home Goods,12/2/2022,Chef,11
623,48,Female,West,Bronze,95,9274.41,Electronics,13/12/2023,Engineer,4
624,24,Female,West,Silver,96,6805.92,Clothing,5/2/2023,Doctor,8
625,63,Male,North,Gold,60,7953.42,Clothing,7/2/2022,Lawyer,11
626,48,Female,North,Silver,16,1725.81,Home Goods,3/11/2022,Manager,2
627,33,Female,West,Platinum,89,4455.88,Clothing,19/2/2022,Teacher,6
628,59,Male,East,Silver,23,1119.8,Home Goods,24/6/2022,Teacher,1
629,56,Male,South,Silver,67,9250.29,Home Goods,2/11/2023,Artist,9
630,61,Male,North,Bronze,24,6893.23,Electronics,8/6/2023,Manager,7
631,36,Male,North,Platinum,34,1099.95,Electronics,11/6/2023,Doctor,8
632,25,Female,West,Platinum,73,7405.91,Clothing,17/8/2022,Manager,12
633,46,Female,East,Bronze,48,3103.89,Clothing,10/6/2022,Engineer,9
634,19,Female,North,Silver,60,9211.56,Home Goods,16/12/2023,Teacher,7
635,59,Female,North,Gold,57,730.13,Home Goods,22/7/2022,Manager,14
636,20,Male,West,Bronze,80,3182.36,Clothing,21/1/2023,Doctor,14
637,68,Female,North,Gold,20,8540.21,Electronics,2/2/2022,Engineer,3
638,46,Male,South,Gold,79,1122.76,Electronics,21/7/2023,Engineer,10
639,32,Female,South,Platinum,39,2810.85,Clothing,16/1/2023,Teacher,9
640,55,Male,South,Platinum,38,1829.76,Clothing,10/11/2023,Teacher,12
641,45,Female,West,Gold,36,8936.01,Clothing,20/5/2022,Engineer,8
642,54,Female,West,Silver,12,4850.65,Clothing,7/8/2022,Engineer,14
643,49,Female,North,Platinum,29,8574.88,Clothing,6/7/2023,Doctor,5
644,47,Male,East,Bronze,43,3331.79,Home Goods,26/10/2022,Engineer,12
645,68,Female,East,Gold,96,6723.59,Clothing,28/4/2022,Manager,14
646,64,Male,North,Silver,46,1096.24,Home Goods,28/10/2023,Artist,8
647,47,Female,East,Silver,82,4360.75,Clothing,8/7/2023,Engineer,14
648,68,Male,West,Silver,42,2652.53,Home Goods,2/8/2022,Engineer,1
649,51,Male,East,Gold,79,2790.03,Clothing,17/5/2023,Engineer,4
650,30,Female,East,Gold,41,1279.82,Home Goods,21/12/2023,Engineer,4
651,50,Female,South,Platinum,36,3944.3,Electronics,9/3/2023,Chef,14
652,59,Female,East,Silver,63,1808.52,Home Goods,20/11/2023,Teacher,14
653,34,Male,West,Platinum,38,6863.78,Electronics,10/12/2023,Teacher,13
654,20,Female,South,Bronze,96,5222.1,Electronics,31/8/2022,Engineer,10
655,26,Female,North,Silver,56,4637.53,Clothing,20/2/2022,Teacher,8
656,69,Male,North,Platinum,35,8752.66,Home Goods,19/4/2022,Engineer,9
657,28,Female,East,Gold,32,1934.49,Clothing,16/3/2023,Teacher,14
658,66,Female,West,Platinum,84,7022.14,Clothing,14/7/2022,Chef,11
659,44,Female,South,Platinum,20,1933.09,Clothing,1/5/2022,Teacher,1
660,45,Female,South,Platinum,58,6322.55,Clothing,6/3/2022,Doctor,13
661,19,Male,North,Bronze,24,486.82,Electronics,24/5/2023,Artist,6
662,18,Female,West,Bronze,77,440.49,Electronics,25/2/2022,Lawyer,7
663,23,Female,South,Bronze,81,4199,Home Goods,31/3/2022,Lawyer,14
664,42,Female,North,Silver,98,9932.65,Electronics,4/5/2022,Chef,6
665,52,Female,East,Bronze,56,1560.14,Home Goods,20/12/2023,Artist,10
666,33,Male,South,Bronze,31,7556.98,Electronics,24/4/2022,Manager,3
667,21,Male,North,Gold,92,5781.25,Clothing,11/11/2023,Lawyer,13
668,64,Male,West,Silver,4,2879.69,Electronics,21/3/2023,Engineer,8
669,55,Female,West,Bronze,87,7704.69,Home Goods,11/1/2022,Teacher,11
670,61,Female,South,Platinum,2,3024.23,Clothing,26/9/2022,Chef,7
671,37,Female,North,Platinum,15,1770.49,Home Goods,4/1/2022,Doctor,12
672,42,Female,East,Bronze,28,2021.73,Clothing,18/6/2022,Manager,10
673,24,Male,South,Gold,1,1964.75,Home Goods,5/1/2023,Engineer,12
674,38,Male,South,Gold,10,7609.76,Home Goods,8/4/2023,Chef,11
675,24,Male,South,Platinum,36,5331.68,Clothing,9/4/2022,Manager,8
676,-9999,Female,South,Bronze,79,6570.29,Home Goods,24/2/2023,Teacher,12
677,69,Female,North,Bronze,33,8953.78,Clothing,20/12/2022,Manager,9
678,24,Male,East,Bronze,59,1765.52,Electronics,30/7/2022,Chef,13
679,20,Female,East,?,27,4281.29,Home Goods,3/6/2023,Artist,4
680,46,Male,North,Platinum,13,6832.9,Clothing,9/1/2023,Teacher,4
681,46,Female,East,Silver,53,3562.87,Home Goods,29/8/2022,Lawyer,7
682,56,Female,South,Platinum,58,6649.9,Clothing,24/4/2023,Chef,10
683,55,Male,East,Platinum,46,3661.35,Electronics,7/4/2022,Artist,10
684,23,Female,West,Bronze,79,1869.25,Home Goods,17/12/2023,Manager,8
685,63,Female,South,Silver,20,5386.98,Clothing,3/5/2022,Manager,12
686,27,Female,West,Platinum,94,252.29,Home Goods,30/4/2022,Doctor,14
687,54,Female,West,Platinum,82,3912.29,Clothing,25/5/2023,Artist,4
688,31,Female,South,Silver,71,6885.11,Clothing,15/9/2023,Artist,2
689,39,Male,South,Bronze,34,2717.48,Clothing,16/3/2023,Chef,8
690,49,Female,South,Bronze,78,7289.04,Home Goods,2/6/2022,Engineer,6
691,35,Female,West,Gold,87,4981.31,Home Goods,7/7/2022,Artist,1
692,53,Female,North,Silver,44,2949,Home Goods,14/8/2023,Lawyer,10
693,63,Female,East,Platinum,1,4370.44,Clothing,1/8/2022,Engineer,7
694,69,Female,South,Silver,58,749.65,Clothing,12/2/2023,Manager,13
695,26,Female,West,Bronze,23,4866.82,Electronics,22/6/2022,Engineer,12
696,43,Female,South,Bronze,15,4155.14,Home Goods,3/3/2023,Teacher,11
697,39,Female,West,Platinum,70,4665.12,Electronics,1/6/2022,Teacher,13
698,63,Female,North,Platinum,11,1110.84,Electronics,28/2/2022,Lawyer,7
699,55,Female,East,Bronze,68,373.1,Home Goods,28/6/2023,Manager,8
700,40,Male,North,Bronze,5,1401.52,Home Goods,7/11/2023,Engineer,2
701,34,Female,South,Gold,53,3171.84,Clothing,18/9/2022,Teacher,13
702,43,Female,West,Bronze,61,1169.49,Home Goods,15/6/2022,Artist,9
703,64,Female,South,Gold,53,7696.52,Clothing,11/7/2022,Teacher,4
704,55,Female,East,Bronze,64,8647.8,Electronics,3/10/2023,Chef,13
705,19,Male,North,Platinum,95,5868.33,Electronics,17/6/2022,Lawyer,4
